index,review/appearance,review/aroma,review/overall,review/palate,review/taste
17390,3.6167189478874207,3.8060271739959717,3.6734914779663086,3.7766042351722717,3.983825445175171
35787,3.5753801465034485,3.4528934955596924,3.5853853821754456,3.4555989503860474,3.4985432028770447
2029,3.530648350715637,3.41230571269989,3.5520607233047485,3.4155577421188354,3.4501343965530396
21475,4.039224982261658,3.981451690196991,3.9790141582489014,4.000510573387146,4.061459898948669
21920,3.5161474347114563,3.396751880645752,3.4250739216804504,3.419610857963562,3.589760959148407
20298,4.183308184146881,4.17111873626709,4.160435199737549,4.145799875259399,4.245785474777222
35469,3.919086456298828,3.8282105326652527,3.9062073826789856,3.793914318084717,3.9153888821601868
28221,3.79987895488739,3.885360360145569,3.7777888774871826,3.87351393699646,4.015917181968689
11514,3.768141269683838,3.6611801385879517,3.7821367383003235,3.6523643136024475,3.752276599407196
39651,3.7532591819763184,3.638545572757721,3.7645846605300903,3.644687831401825,3.7268349528312683
45929,3.38058203458786,3.2654252648353577,3.414473533630371,3.2814636826515198,3.2892096042633057
48482,3.669370114803314,3.541361391544342,3.689737915992737,3.557458221912384,3.6209410429000854
41260,3.9285999536514282,3.8468867540359497,3.9370936155319214,3.8113492727279663,3.9573833346366882
25241,3.945900797843933,3.821229934692383,3.955788016319275,3.852015733718872,3.927459716796875
42768,3.76883327960968,3.6562833189964294,3.78294974565506,3.668767213821411,3.751419186592102
35332,3.601287603378296,3.5058429837226868,3.6193370819091797,3.5082781314849854,3.571857511997223
13785,3.7525302171707153,3.666556477546692,3.768478035926819,3.651040196418762,3.765062689781189
23812,3.6236602067947388,3.6475318670272827,3.6729368567466736,3.634118437767029,3.8052988052368164
3263,3.475227952003479,3.636704385280609,3.5239502787590027,3.646649122238159,3.8252949714660645
31931,3.750016689300537,3.9003288745880127,3.6451926827430725,3.891385793685913,4.192456901073456
49373,3.5390782356262207,3.5938245058059692,3.441420793533325,3.598509132862091,3.6875978112220764
22686,3.691680431365967,3.757205903530121,3.687642514705658,3.68982195854187,3.9810407161712646
22304,4.14794921875,4.149718284606934,4.14728581905365,4.106571078300476,4.240323901176453
49161,3.4756940603256226,3.557528555393219,3.396839201450348,3.5161662101745605,3.6649352312088013
17504,3.6009538173675537,3.787912130355835,3.654584288597107,3.769102692604065,3.9841610193252563
36546,3.774350881576538,3.6517441272735596,3.7883251905441284,3.666031062602997,3.7532752752304077
47972,3.663054406642914,3.7007009983062744,3.6591053009033203,3.696361780166626,3.7712377309799194
21002,4.189494848251343,4.168267846107483,4.124038517475128,4.13079559803009,4.20135498046875
37115,3.370603024959564,3.2364219427108765,3.3522284030914307,3.239019215106964,3.282320499420166
24417,3.6255717277526855,3.896840214729309,3.668542504310608,3.8997364044189453,4.194914102554321
11651,3.652711808681488,3.685024082660675,3.6619359254837036,3.6694008111953735,3.7928974628448486
20024,4.180748462677002,4.168156087398529,4.1678643226623535,4.133212864398956,4.251306056976318
36212,3.739249110221863,3.610541820526123,3.763613700866699,3.6356568336486816,3.71150404214859
40784,3.5025998950004578,3.360818028450012,3.503817319869995,3.38226854801178,3.4147119522094727
9800,3.4093275666236877,3.52211594581604,3.4245264530181885,3.538041114807129,3.658585846424103
1474,3.585353195667267,3.459045886993408,3.6011123657226562,3.476969301700592,3.520875573158264
34903,3.5896271467208862,3.477870225906372,3.6150678992271423,3.4818845987319946,3.522157669067383
10612,3.504343628883362,3.5306578874588013,3.536550998687744,3.526967763900757,3.6479604244232178
43169,3.4605610370635986,3.3600157499313354,3.49165678024292,3.388781249523163,3.418847918510437
13078,3.725295662879944,3.631027936935425,3.741101026535034,3.6183083057403564,3.7262380123138428
27117,3.8298898935317993,3.7330055236816406,3.8442912697792053,3.7337547540664673,3.822229504585266
45805,3.708750009536743,3.5839486122131348,3.721320331096649,3.5970568656921387,3.6595848202705383
42083,3.521817624568939,3.421282172203064,3.544261157512665,3.4226220846176147,3.432149589061737
43737,3.4194815158843994,3.2920876145362854,3.4203755855560303,3.3070480823516846,3.3172833919525146
10888,3.8698220252990723,3.7797731161117554,3.8851845264434814,3.765881359577179,3.875291347503662
40861,3.5856959223747253,3.463032841682434,3.6084869503974915,3.4818926453590393,3.5152339935302734
36315,3.183656334877014,3.0486518144607544,3.1968024373054504,3.06267648935318,3.1210291385650635
24973,4.069856405258179,3.996078372001648,4.055883884429932,3.980499505996704,4.060698449611664
46860,3.9209747314453125,3.84237140417099,3.9254477620124817,3.821936845779419,3.91078382730484
39120,3.903457522392273,3.857962489128113,3.9073652029037476,3.8508161902427673,3.9351141452789307
32001,3.7404704093933105,3.8868439197540283,3.6349526047706604,3.8846594095230103,4.188444912433624
42095,3.525974452495575,3.4237149357795715,3.549540340900421,3.425312042236328,3.4378430247306824
46561,3.5129687190055847,3.391735851764679,3.544348180294037,3.415589928627014,3.442218601703644
40859,3.587915301322937,3.469015061855316,3.6058729887008667,3.4858572483062744,3.5150808095932007
37605,3.5777121782302856,3.4582775831222534,3.592407703399658,3.469962477684021,3.497791886329651
1269,3.2096242904663086,3.1196215748786926,3.2393917441368103,3.145509362220764,3.1066659092903137
48263,3.4351998567581177,3.302960991859436,3.428902328014374,3.316134810447693,3.3508002758026123
36493,3.802468180656433,3.6915311217308044,3.816991448402405,3.6907270550727844,3.791798949241638
25973,3.9671576023101807,3.8784515857696533,4.016606509685516,3.891897201538086,3.973681330680847
7540,3.7754282355308533,3.9290153980255127,3.586612641811371,3.9392900466918945,4.242068529129028
47290,3.618113398551941,3.4875044226646423,3.628901243209839,3.5025212168693542,3.556026816368103
37986,3.4213051199913025,3.291023075580597,3.4181594848632812,3.3077526092529297,3.331817090511322
1000,3.3248889446258545,3.200957477092743,3.342014253139496,3.2267922163009644,3.222716748714447
8,3.5698026418685913,3.47914457321167,3.6081111431121826,3.4878599643707275,3.495227098464966
12362,3.6986207962036133,3.571077585220337,3.7129542231559753,3.590593934059143,3.658357262611389
45725,3.764166235923767,3.734152317047119,3.791692852973938,3.698303699493408,3.823186159133911
15643,3.770824670791626,3.8556674122810364,3.4747925400733948,3.825896382331848,4.142897129058838
8183,3.58607679605484,3.650701642036438,3.4017714858055115,3.646654784679413,3.8715338706970215
40141,3.62608939409256,3.5061323642730713,3.640303909778595,3.52467805147171,3.5635900497436523
18706,3.745073080062866,3.8787853717803955,3.6971938610076904,3.8899579644203186,4.099963009357452
23432,3.924682140350342,3.949403166770935,3.9467763900756836,3.896563947200775,4.029873609542847
10064,3.032594323158264,2.934262454509735,3.1271785497665405,3.0467218160629272,3.204883337020874
45574,3.9085236191749573,3.828665018081665,3.9259743690490723,3.8237982988357544,3.90327125787735
46937,3.8885700702667236,3.7894731760025024,3.9022308588027954,3.7963366508483887,3.8726794719696045
49048,3.5154610872268677,3.617684245109558,3.4453144669532776,3.581570088863373,3.715032935142517
47192,3.420902192592621,3.2899171113967896,3.4197521209716797,3.300262689590454,3.335980474948883
4984,3.7424087524414062,3.7777620553970337,3.669024109840393,3.7663400173187256,3.8849833607673645
8918,3.7509605288505554,3.641710579395294,3.7594598531723022,3.638090193271637,3.7274333834648132
4588,3.471463918685913,3.523680567741394,3.4995299577713013,3.550249934196472,3.6340296268463135
44963,3.595374822616577,3.493949770927429,3.6286693811416626,3.501088321208954,3.5276833176612854
21059,4.139346182346344,4.1300830245018005,4.101968705654144,4.110451936721802,4.1763836145401
9254,3.565312623977661,3.4541380405426025,3.5824859142303467,3.4647521376609802,3.498179018497467
28551,3.8304483890533447,3.901391625404358,3.794829249382019,3.9005273580551147,4.035145044326782
13760,3.6558425426483154,3.9273780584335327,3.6387982964515686,3.9147940278053284,4.181640446186066
16927,4.027723670005798,3.964839279651642,4.028183817863464,3.9341098070144653,4.045429229736328
48158,3.5844314098358154,3.435239791870117,3.598998785018921,3.457189202308655,3.5228782892227173
13838,3.443874418735504,3.3120831847190857,3.4368374943733215,3.316965401172638,3.348461389541626
17094,3.9943522214889526,3.9271384477615356,4.013713002204895,3.904305100440979,4.0373605489730835
27038,3.8417616486549377,3.7388020753860474,3.860427737236023,3.741772770881653,3.840981423854828
30422,3.717537522315979,3.647865951061249,3.7478891015052795,3.674243688583374,3.7270450592041016
6538,3.5791009664535522,3.450514078140259,3.504714071750641,3.5128700733184814,3.5005992650985718
16379,3.7114188075065613,3.889184296131134,3.5665693879127502,3.8746699690818787,4.159354567527771
23632,3.820057511329651,3.827905058860779,3.8451743125915527,3.8201940059661865,3.9064866304397583
3463,3.6312979459762573,3.6825016140937805,3.571438193321228,3.6533769965171814,3.932616114616394
882,3.7354785203933716,3.748229444026947,3.7611794471740723,3.702002763748169,3.8074666261672974
27908,3.7322264909744263,3.827657103538513,3.7571024894714355,3.820790648460388,3.9880406856536865
26682,3.882782459259033,3.7479031085968018,3.886328637599945,3.7877073884010315,3.864017128944397
15642,3.746962547302246,3.825015425682068,3.4719449281692505,3.8114136457443237,4.130930304527283
12021,4.917359352111816,4.988591969013214,4.935532212257385,4.989922940731049,4.999225437641144
39029,3.8194268941879272,3.7045538425445557,3.836146295070648,3.7230920791625977,3.7892240285873413
38999,3.8888055086135864,3.824886679649353,3.911629617214203,3.818032741546631,3.89626681804657
18752,3.8322845101356506,3.9702007174491882,3.8138508796691895,3.851616382598877,4.235270023345947
36836,3.3905118703842163,3.3059555292129517,3.4259510040283203,3.3109796047210693,3.294534683227539
5185,3.7375691533088684,3.7679338455200195,3.6762672662734985,3.7773972749710083,3.8660937547683716
11989,3.646085560321808,3.9610087871551514,3.7359097599983215,3.9595291018486023,4.269880056381226
44794,3.4656724333763123,3.3257317543029785,3.491261899471283,3.3463254570961,3.3772647380828857
18859,3.775791823863983,3.8851317763328552,3.6903923749923706,3.8358885049819946,4.129241704940796
39284,3.8511115312576294,3.7595483660697937,3.853105306625366,3.7874889373779297,3.852979838848114
37532,3.5094380378723145,3.411344885826111,3.549250364303589,3.418591022491455,3.4238946437835693
46747,3.687531352043152,3.545956611633301,3.701099157333374,3.578454554080963,3.655649423599243
32841,3.7925487756729126,3.862563371658325,3.545571267604828,3.8407880067825317,4.123041033744812
19826,4.049200415611267,3.9832061529159546,4.040218889713287,3.95132839679718,4.05161440372467
29628,3.7730515003204346,3.6525464057922363,3.7792646884918213,3.681238293647766,3.7123024463653564
45424,3.6301636695861816,3.6157989501953125,3.647276759147644,3.578835129737854,3.744233250617981
39256,3.85506808757782,3.76897931098938,3.854493200778961,3.79690945148468,3.864396810531616
39453,3.78542959690094,3.672793209552765,3.7868142127990723,3.702075779438019,3.766511082649231
4532,3.703427016735077,3.7389937043190002,3.6417585611343384,3.7391507625579834,3.8276928663253784
40391,3.7102514505386353,3.5974380373954773,3.7275493144989014,3.605295419692993,3.676289916038513
32304,3.754103183746338,3.8838163018226624,3.6009305715560913,3.8633477687835693,4.166905879974365
4311,3.495439887046814,3.6086979508399963,3.5085296630859375,3.546307384967804,3.6654919385910034
32051,3.8018718361854553,3.941712975502014,3.647186756134033,3.9181074500083923,4.187574982643127
13073,3.5931089520454407,3.4702375531196594,3.6285483837127686,3.4884801506996155,3.543892502784729
12816,3.669576644897461,3.6599668860435486,3.683422803878784,3.6280572414398193,3.7555313110351562
33969,4.0097591280937195,3.9590150117874146,4.034891128540039,3.924947679042816,4.052795171737671
28722,3.6823880672454834,3.719206750392914,3.490231931209564,3.710205554962158,3.8491418957710266
23223,3.9057886600494385,3.9196932315826416,3.947833776473999,3.8635224103927612,4.019401669502258
20967,3.6932003498077393,3.692528009414673,3.723233640193939,3.689170479774475,3.9117449522018433
11920,3.6171895265579224,3.4813567996025085,3.6451151967048645,3.4949246048927307,3.5693466663360596
37462,3.7334102392196655,3.6110717058181763,3.7493109703063965,3.619123101234436,3.6904489994049072
1008,3.33611398935318,3.220524489879608,3.349452316761017,3.2430440187454224,3.235626220703125
3623,3.953579366207123,3.871084749698639,3.9449214935302734,3.855752944946289,3.9483261108398438
8726,3.6059334874153137,3.470762073993683,3.6328089237213135,3.470819592475891,3.5484331846237183
31311,3.6249858140945435,3.7636524438858032,3.611074686050415,3.7465956807136536,3.908872604370117
18164,3.5851964354515076,3.78689706325531,3.654625415802002,3.7607204914093018,3.97225022315979
46737,3.760361075401306,3.614622950553894,3.7618696689605713,3.645067811012268,3.734979033470154
2504,3.7444213032722473,3.6316293478012085,3.757156729698181,3.6300864815711975,3.7229976058006287
41656,3.740279972553253,3.6001724004745483,3.758467137813568,3.6193352937698364,3.6842912435531616
48217,3.173607885837555,3.0529481172561646,3.1985175609588623,3.05906742811203,3.0972611904144287
12059,3.4757155179977417,3.341858386993408,3.4768393635749817,3.3485379815101624,3.3969056606292725
8748,3.5853350162506104,3.4444883465766907,3.600068986415863,3.4602361917495728,3.5236328840255737
14045,3.9127951860427856,3.887667655944824,3.9188754558563232,3.8474780321121216,3.9307567477226257
14323,3.725028932094574,3.6219608783721924,3.7502846121788025,3.6189594864845276,3.712168335914612
3049,3.3537709712982178,3.2979434728622437,3.2316073775291443,3.1963300704956055,3.307660222053528
25877,4.079011678695679,4.024606943130493,4.082238078117371,3.9923274517059326,4.111221134662628
46489,3.4461620450019836,3.315972089767456,3.452070951461792,3.330744504928589,3.3609431982040405
22187,3.8014501333236694,3.818461298942566,3.8350489735603333,3.7896728515625,3.9854466915130615
25983,3.489050269126892,3.32981139421463,3.4877678751945496,3.3434486389160156,3.4593990445137024
48298,3.6018988490104675,3.506033718585968,3.627491295337677,3.5102346539497375,3.54429692029953
41912,3.542516529560089,3.424096703529358,3.5715675354003906,3.437264561653137,3.465869128704071
6022,3.0483844876289368,2.9465335607528687,3.1260326504707336,3.0612051486968994,3.2082515954971313
37994,3.3219507336616516,3.183138370513916,3.2911816239356995,3.2061082124710083,3.2237020134925842
25638,4.067163467407227,3.998030722141266,4.073117971420288,3.973604440689087,4.112706184387207
6696,3.827728033065796,3.7135714292526245,3.8411518931388855,3.72350811958313,3.8179266452789307
8189,3.477410674095154,3.519836962223053,3.1982743740081787,3.473621904850006,3.9314690232276917
24543,3.632931709289551,3.9277493953704834,3.661110997200012,3.897782564163208,4.165499210357666
12467,3.7991994619369507,3.664633333683014,3.8104575872421265,3.6867117881774902,3.7869179248809814
24201,3.6373963952064514,3.9261943101882935,3.6863666772842407,3.909432888031006,4.177572727203369
35562,3.4144657850265503,3.5851356387138367,3.4609028697013855,3.5927098989486694,3.7253642082214355
9944,3.594031035900116,3.5032573342323303,3.6113497614860535,3.465050458908081,3.5960370302200317
1534,3.538031578063965,3.4255963563919067,3.559213876724243,3.4366700053215027,3.447882831096649
45846,3.4711486101150513,3.3404341340065002,3.4954816102981567,3.3597713708877563,3.3848896622657776
42628,3.4233975410461426,3.32580029964447,3.460453152656555,3.3612462878227234,3.34397554397583
45569,3.2301324605941772,3.18252831697464,3.233957290649414,3.2306286692619324,3.5259854793548584
4206,3.480645716190338,3.52970689535141,3.487863838672638,3.5385149717330933,3.6409607529640198
34643,3.783748745918274,3.6318162083625793,3.7610989809036255,3.652811348438263,3.7211567163467407
21495,4.013477265834808,3.9648818969726562,3.961608409881592,3.982456922531128,4.042319357395172
37774,3.5646548867225647,3.4264886379241943,3.5823559761047363,3.4461376070976257,3.500218391418457
32774,3.826819062232971,3.8950908184051514,3.5437893867492676,3.849683105945587,4.134286046028137
14377,3.664487600326538,3.5991060733795166,3.588799238204956,3.6283794045448303,3.685634136199951
31582,3.689904808998108,3.7715980410575867,3.6587417125701904,3.7087318301200867,3.9911913871765137
5509,3.979199528694153,3.919089436531067,3.9496946334838867,3.8909941911697388,3.9768046140670776
29469,4.06862735748291,3.998118042945862,4.055633246898651,3.989998698234558,4.070749580860138
49228,3.449593186378479,3.516138195991516,3.2493889331817627,3.4095337986946106,3.629407286643982
44399,3.4988442063331604,3.3731770515441895,3.5271313786506653,3.3905529975891113,3.416256010532379
44793,3.4588319063186646,3.3254703879356384,3.487265706062317,3.347674608230591,3.369552195072174
40469,3.8945668935775757,3.8332468271255493,3.928424119949341,3.8190704584121704,3.931931257247925
38103,3.5653769969940186,3.465169668197632,3.5980507731437683,3.4813064336776733,3.4854787588119507
35394,3.6549556255340576,3.545861840248108,3.6852940917015076,3.5538381338119507,3.6095911264419556
36535,3.725825846195221,3.6345374584198,3.7410464882850647,3.6165231466293335,3.720969259738922
13322,3.5653984546661377,3.4411975741386414,3.5775458812713623,3.4455040097236633,3.4904390573501587
66,3.7559127807617188,3.637555241584778,3.7740015983581543,3.6486878991127014,3.732975125312805
20577,4.204409122467041,4.18690025806427,4.162432551383972,4.167141020298004,4.242076873779297
38744,3.7232136726379395,3.601262867450714,3.73098224401474,3.6031311750411987,3.694397509098053
23469,3.9444583654403687,3.9631086587905884,3.963332772254944,3.913635015487671,4.036254286766052
14933,3.7880313396453857,3.9376425743103027,3.7818342447280884,3.918854594230652,4.160484671592712
41961,3.523777425289154,3.3961188793182373,3.5502398014068604,3.4180790185928345,3.4454259276390076
18267,3.782638907432556,3.788347542285919,3.583534359931946,3.8059252500534058,4.010311961174011
3965,3.820464015007019,3.8275128602981567,3.8416922092437744,3.7920379638671875,3.8544607162475586
7526,3.6693352460861206,3.9724069833755493,3.6383289098739624,3.9381903409957886,4.1976287961006165
21682,4.0873536467552185,4.0939730405807495,4.118185043334961,4.033864736557007,4.1814494132995605
48364,3.6654573678970337,3.5523954033851624,3.6788007616996765,3.549078404903412,3.6178329586982727
30131,4.0938639640808105,4.050428867340088,4.110767245292664,4.0164172649383545,4.152253866195679
37242,3.7131577730178833,3.5938680171966553,3.736753463745117,3.6198443174362183,3.6830368638038635
39677,3.135973811149597,2.98793762922287,3.1683775782585144,3.023292124271393,3.101426362991333
20638,4.098816514015198,4.0935200452804565,4.127194285392761,4.034032225608826,4.191743731498718
28417,3.842148184776306,3.904760479927063,3.798964023590088,3.901103436946869,4.036009907722473
44074,3.48724365234375,3.3812952041625977,3.5142362117767334,3.390713632106781,3.387507200241089
41443,3.9673250913619995,3.885139226913452,3.959818482398987,3.8772621750831604,3.959852457046509
15976,3.6599230766296387,3.9159929752349854,3.6514198780059814,3.8822978734970093,4.170633256435394
47573,3.5903677344322205,3.4984269738197327,3.6321771144866943,3.505888879299164,3.5405829548835754
19196,3.777727484703064,3.8024067878723145,3.569006621837616,3.8061603903770447,4.050989151000977
32024,3.769916594028473,3.9452356100082397,3.7875044345855713,3.942941427230835,4.219070374965668
24668,4.046326279640198,3.980158567428589,4.037695527076721,3.952382206916809,4.04301643371582
6232,3.5460034012794495,3.4246402978897095,3.594837486743927,3.45143586397171,3.481493592262268
226,3.810676336288452,3.7070047855377197,3.8333550095558167,3.701304793357849,3.8016468286514282
7935,3.0520406365394592,2.902911901473999,3.1045135855674744,2.957456409931183,3.1696876883506775
13317,3.507959544658661,3.4188610315322876,3.5432198643684387,3.4228700399398804,3.426198363304138
44872,3.4596121311187744,3.329501152038574,3.4768790006637573,3.3480221033096313,3.3664771914482117
39609,3.65020215511322,3.5344544053077698,3.674243986606598,3.5491228103637695,3.606587052345276
24926,4.06160831451416,4.001883268356323,4.05070424079895,3.966858983039856,4.069526493549347
2981,3.8819468021392822,3.85553777217865,3.8793468475341797,3.827425241470337,3.90644371509552
10005,3.6560148000717163,3.5415610671043396,3.676925301551819,3.5489898920059204,3.6022156476974487
41083,3.517851233482361,3.4253576397895813,3.5533031821250916,3.4417158365249634,3.441314697265625
1857,3.7084925174713135,3.572530746459961,3.7314605712890625,3.5841158032417297,3.665088713169098
38003,3.4093332290649414,3.275461196899414,3.40455025434494,3.2864829897880554,3.319299817085266
33492,3.7677547335624695,3.9219677448272705,3.705187439918518,3.9256060123443604,4.220132827758789
49404,3.5616299510002136,3.601101338863373,3.4532812237739563,3.5949301719665527,3.70330810546875
12905,3.4620893001556396,3.60626757144928,3.4987029433250427,3.607001006603241,3.7455034255981445
33735,3.7495651841163635,3.9250946044921875,3.7679260969161987,3.8939571380615234,4.213061332702637
33378,3.755251169204712,3.911440670490265,3.718317151069641,3.9172130823135376,4.200078845024109
4328,3.585255444049835,3.6182504892349243,3.580387830734253,3.6404499411582947,3.768996000289917
25785,3.9509057998657227,3.9091092348098755,3.9678549766540527,3.894055485725403,4.005182385444641
16120,3.7585073709487915,3.9324870705604553,3.6523184180259705,3.9023905992507935,4.2530375719070435
14561,3.842036724090576,3.7275341153144836,3.8414883613586426,3.724384605884552,3.8302475214004517
23226,3.894854187965393,3.916712999343872,3.9332598447799683,3.8542598485946655,4.006200432777405
